,Insult,Date,Comment,Comment_stemmed,Comment constructed,comment length,sentences length,max length
2106,1,20120320171545Z, _url_ Bet your glad you didn t have the balls to use your real name .  You look like such a dumb ass now (check vigilant bonuses on that link) ,_url_ bet your glad you didn t have the ball to use your real name . you look like such a dumb ass now (check vigil bonus on that link),"['_url_ Bet your glad you didn t have the balls to use your real name', 'You look like such a dumb ass now', 'check vigilant bonuses on that link']",3,"[15, 8, 6]",15
2107,0,20120529022631Z," Hey lawmanjed ,  do not let the trolls get to you they get off on being intentionally irrational because they know that you expect them to be rational .  Just step over them .  ","hey lawmanj , do not let the troll get to you they get off on be intent irrat becaus they know that you expect them to be ration . just step over them .","['Hey lawmanjed do not let the trolls get to you they get off on being intentionally irrational because they know that you expect them to be rational', 'Just step over them']",2,"[27, 4]",27
2108,0,," Ooo ,  they might get Michael More on us .  Great !  He is about due for a stroke/coronary about now anyway .  If Fox caused it ,  even better .  Besides ,  is not he a one percenter with his mansion and big ass ets ?  ","ooo , they might get michael more on us . great ! he is about due for a stroke/coronari about now anyway . if fox caus it , even better . besid , is not he a one percent with his mansion and big ass et ?","['Ooo they might get Michael More on us', 'Great', 'He is about due for a stroke coronary about now anyway', 'If Fox caused it even better', 'Besides is not he a one percenter with his mansion and big ass ets']",5,"[8, 1, 11, 6, 14]",14
2109,0,20120529172417Z, One thing I have learned in 3+years .  People that make childish plays on Obama is name or call him things such as the Messiah are really pea brains .  ,one thing i have learn in 3+year . peopl that make childish play on obama is name or call him thing such as the messiah are realli pea brain .,"['One thing I have learned in 3 years', 'People that make childish plays on Obama is name or call him things such as the Messiah are really pea brains']",2,"[8, 21]",21
2110,0,20120619010746Z," Hey Queeny..if you are litterate ,  which I doubt being into PCP and chit homie ,  read Zimmermans Police File with the Orange County Clerk of Courts :  _url_ ","hey queeny..if you are litter , which i doubt be into pcp and chit homi , read zimmerman polic file with the orang counti clerk of court : _url_","['Hey Queeny', 'if you are litterate which I doubt being into PCP and chit homie read Zimmermans Police File with the Orange County Clerk of Courts', '_url_']",3,"[2, 24, 1]",24
2111,1,20120502101915Z, Get I life you bitch !!  avande ammede oru lekhanam ..  ,get i life you bitch !! avand ammed oru lekhanam ..,"['Get I life you bitch', 'avande ammede oru lekhanam']",2,"[5, 4]",5
2112,0,, This country is broke .  Economy is in a tank .  People are unemployed .  All New Jersey is Senate cares about is Gay Marriage .  Can gay Marriage fix this country economy ? Can gay marriage stimulate jobs in New Jersey ? Can Gay Marriage seriously benefit the general public of heterosexuals ? ,this countri is broke . economi is in a tank . peopl are unemploy . all new jersey is senat care about is gay marriag . can gay marriag fix this countri economi ? can gay marriag stimul job in new jersey ? can gay marriag serious benefit the general public of heterosexu ?,"['This country is broke', 'Economy is in a tank', 'People are unemployed', 'All New Jersey is Senate cares about is Gay Marriage', 'Can gay Marriage fix this country economy', 'Can gay marriage stimulate jobs in New Jersey', 'Can Gay Marriage seriously benefit the general public of heterosexuals']",7,"[4, 5, 3, 10, 7, 8, 10]",10
2113,0,20120527175713Z," Christ died for your sins .  if you do not sin ,  Christ died for nothing !  ","christ die for your sin . if you do not sin , christ die for noth !","['Christ died for your sins', 'if you do not sin Christ died for nothing']",2,"[5, 9]",9
2114,0,20120611232310Z," If someone were to write a parody of a left wing psychopath ,  it would read an AWFUL lot like this post of yours .  ","if someon were to write a parodi of a left wing psychopath , it would read an aw lot like this post of your .",['If someone were to write a parody of a left wing psychopath it would read an AWFUL lot like this post of yours'],1,[23],23
2115,0,20120503004155Z, Why do not you give a sprinkling of your magic pixie dust ?  ,whi do not you give a sprinkl of your magic pixi dust ?,['Why do not you give a sprinkling of your magic pixie dust'],1,[12],12
2116,1,20120320140135Z," It is clueless racists like you who are in complete denial .  This boy WAS in fact killed because of his race .  There is no race card . So now that they mentioned race ,  you are no longer behind them ? you are as sick as the bastard who pulled the trigger .  ","it is clueless racist like you who are in complet denial . this boy was in fact kill becaus of his race . there is no race card . so now that they mention race , you are no longer behind them ? you are as sick as the bastard who pull the trigger .","['It is clueless racists like you who are in complete denial', 'This boy WAS in fact killed because of his race', 'There is no race card', 'So now that they mentioned race you are no longer behind them', 'you are as sick as the bastard who pulled the trigger']",5,"[11, 10, 5, 12, 11]",12
2117,0,20120620011345Z," Wow if you can not get used to it then I do not know what the fuck to tell you .  It should not be a surprise to see AKP post these things .  You can choose not to click on it or if it is such an eyesore go to a different site for kpop news why do not you ?  You were directing your comment to the staff ?  Hm ,  ok sure .  I do not see why you should post it on the comment section .  And you do not know how many times I have to see comments about this article being useless .  It is tiring and repetitive .  So just contact the staff like you will if you are really annoyed .  ","wow if you can not get use to it then i do not know what the fuck to tell you . it should not be a surpris to see akp post these thing . you can choos not to click on it or if it is such an eyesor go to a differ site for kpop news whi do not you ? you were direct your comment to the staff ? hm , ok sure . i do not see whi you should post it on the comment section . and you do not know how mani time i have to see comment about this articl be useless . it is tire and repetit . so just contact the staff like you will if you are realli annoy .","['Wow if you can not get used to it then I do not know what the fuck to tell you', 'It should not be a surprise to see AKP post these things', 'You can choose not to click on it or if it is such an eyesore go to a different site for kpop news why do not you', 'You were directing your comment to the staff', 'Hm ok sure', 'I do not see why you should post it on the comment section', 'And you do not know how many times I have to see comments about this article being useless', 'It is tiring and repetitive', 'So just contact the staff like you will if you are really annoyed']",9,"[20, 12, 27, 8, 3, 13, 18, 5, 13]",27
2118,0,20120515122956Z, How old are you ?  ,how old are you ?,['How old are you'],1,[4],4
2119,1,20120619163844Z, YOU STUPID SHIT !  STOP SPAMMING !  DELETE HIS PROFILE !!  ,you stupid shit ! stop spam ! delet his profil !!,"['YOU STUPID SHIT', 'STOP SPAMMING', 'DELETE HIS PROFILE']",3,"[3, 2, 3]",3
2120,0,20120620035708Z, hahahahahaha snort hahahahahahahaha ,hahahahahaha snort hahahahahahahaha,['hahahahahaha snort hahahahahahahaha'],1,[3],3
2121,1,20120619192141Z," The difference between your wife and a rooster HoldYourOwn ?  The rooster says cock a doodle doo ,  your mama says any cock will do .  ","the differ between your wife and a rooster holdyourown ? the rooster say cock a doodl doo , your mama say ani cock will do .","['The difference between your wife and a rooster HoldYourOwn', 'The rooster says cock a doodle doo your mama says any cock will do']",2,"[9, 14]",14
2122,1,20120619155945Z," Dear Pingback ,  fuck you or using vidya It is stupid as shit and you are not fucking funny or part of a precious internet club GTFO\r That goes with you Oldfag ,  only exception is that fag is overused .  Die bitch ","dear pingback , fuck you or use vidya it is stupid as shit and you are not fuck funni or part of a precious internet club gtfo\r that goe with you oldfag , onli except is that fag is overus . die bitch","['Dear Pingback fuck you or using vidya It is stupid as shit and you are not fucking funny or part of a precious internet club GTFO r That goes with you Oldfag only exception is that fag is overused', 'Die bitch']",2,"[39, 2]",39
2123,0,20120528163624Z, i got to admit he is hillarous with his facts ,i got to admit he is hillar with his fact,['i got to admit he is hillarous with his facts'],1,[10],10
2124,1,20120619184335Z," you are an arrogant bitch and what is wrong with the World today ,  mostly caused by you pond life bankers !!  ","you are an arrog bitch and what is wrong with the world today , most caus by you pond life banker !!",['you are an arrogant bitch and what is wrong with the World today mostly caused by you pond life bankers'],1,[20],20
2125,0,20120612013426Z," I would comment on how confidently the Kings are moving the puck around ,  but having a 4 goal lead would tend to instill confidence in your game ","i would comment on how confid the king are move the puck around , but have a 4 goal lead would tend to instil confid in your game",['I would comment on how confidently the Kings are moving the puck around but having a 4 goal lead would tend to instill confidence in your game'],1,[27],27
2126,0,20120618231549Z," FUCK YEAH ,  THE KILLING(is over) ","fuck yeah , the killing(i over)","['FUCK YEAH THE KILLING', 'is over']",2,"[4, 2]",4
2127,0,20120610100911Z, oh my dongsaeng~~ you are an angel sent from heaven to make us nameless feel soo good !  kk !  thank you^^ ,oh my dongsaeng~~ you are an angel sent from heaven to make us nameless feel soo good ! kk ! thank you^^,"['oh my dongsaeng you are an angel sent from heaven to make us nameless feel soo good', 'kk', 'thank you']",3,"[17, 1, 2]",17
2128,1,20120619013621Z, Another worhless post from a worthless person .  ,anoth worhless post from a worthless person .,['Another worhless post from a worthless person'],1,[7],7
2129,0,20120527211639Z," I love Cam Newton is upside ,  and think he will be an All Pro caliber QB ,  but 21 TD is and 17 Interceptions and NFL Network has him as the 10th best Heisman Winner to play in The NFL .  Tebow was also on that list .  ESPN had a problem with Tebow but never mentioned how stupid it was that a guy who had a decent year throwing the ball ,  for a bad team is suddenly on a list that Tim Brown is not on .  I am so tired of ESPN hyping things up and blowing them way out of proportion ,  for better or worse .  ","i love cam newton is upsid , and think he will be an all pro calib qb , but 21 td is and 17 intercept and nfl network has him as the 10th best heisman winner to play in the nfl . tebow was also on that list . espn had a problem with tebow but never mention how stupid it was that a guy who had a decent year throw the ball , for a bad team is sudden on a list that tim brown is not on . i am so tire of espn hype thing up and blow them way out of proport , for better or wors .","['I love Cam Newton is upside and think he will be an All Pro caliber QB but 21 TD is and 17 Interceptions and NFL Network has him as the 10th best Heisman Winner to play in The NFL', 'Tebow was also on that list', 'ESPN had a problem with Tebow but never mentioned how stupid it was that a guy who had a decent year throwing the ball for a bad team is suddenly on a list that Tim Brown is not on', 'I am so tired of ESPN hyping things up and blowing them way out of proportion for better or worse']",4,"[39, 6, 39, 20]",39
2130,0,20120609211840Z," John ,  you need a female publisist..may I apply for this lifetime position in which I can attempt to enlighten you about our sex..you are soo far away from ever finding a woman who will put up with your bullshit..where is your mother ?  Time for you to have a talk with her ..  ","john , you need a femal publisist..may i appli for this lifetim posit in which i can attempt to enlighten you about our sex..you are soo far away from ever find a woman who will put up with your bullshit..wher is your mother ? time for you to have a talk with her ..","['John you need a female publisist', 'may I apply for this lifetime position in which I can attempt to enlighten you about our sex', 'you are soo far away from ever finding a woman who will put up with your bullshit', 'where is your mother', 'Time for you to have a talk with her']",5,"[6, 18, 17, 4, 9]",18
2131,1,20120530024344Z, you are right ;  there weren t enough toothpick hangovers and tailwhips ..  Go fuck yourself ,you are right ; there weren t enough toothpick hangov and tailwhip .. go fuck yourself,"['you are right', 'there weren t enough toothpick hangovers and tailwhips', 'Go fuck yourself']",3,"[3, 8, 3]",8
2132,1,20120529171929Z," and fuckface ,  in order to be situationally aware one would have to read the blog of last week in its entirety .  from the point i called ew stupid and told many why they were wrong ,  till the point where you faggot started making separate threads discussing my trollness ","and fuckfac , in order to be situat awar one would have to read the blog of last week in it entireti . from the point i call ew stupid and told mani whi they were wrong , till the point where you faggot start make separ thread discuss my troll","['and fuckface in order to be situationally aware one would have to read the blog of last week in its entirety', 'from the point i called ew stupid and told many why they were wrong till the point where you faggot started making separate threads discussing my trollness']",2,"[21, 27]",27
2133,0,20120620043957Z," yo DETEESTO esa actitud de NOO !  ALEJATE ,  EL ES MIO D :!  the fuck bro ?  Tan divertido que es sabrosearselos en grupo :c y lanzar frases de alba il ","yo deteesto esa actitud de noo ! alej , el es mio d :! the fuck bro ? tan divertido que es sabrosearselo en grupo :c y lanzar frase de alba il","['yo DETEESTO esa actitud de NOO', 'ALEJATE EL ES MIO D', 'the fuck bro', 'Tan divertido que es sabrosearselos en grupo', 'c y lanzar frases de alba il']",5,"[6, 5, 3, 7, 7]",7
2134,0,, _hashtag_ _hashtag_ you tengo el LoL intalado y me parece tan aburrido nose porque lo juegan tantos :SS (cambio de tema perdon ) ,_hashtag_ _hashtag_ you tengo el lol intalado y me parec tan aburrido nose porqu lo juegan tanto :ss (cambio de tema perdon ),"['_hashtag_ _hashtag_ you tengo el LoL intalado y me parece tan aburrido nose porque lo juegan tantos', 'SS', 'cambio de tema perdon']",3,"[17, 1, 4]",17
2135,1,20120618191631Z," You fake Indian .  Jadunath ,  Bana Singh ,  Karam Singh are not sikhs sorry I wont tell you because you are an ignorant idiot .  The last name singh is used by Rajputs ,  Jats from Rajasthan ,  Haryana UP and Bihar .  ","you fake indian . jadunath , bana singh , karam singh are not sikh sorri i wont tell you becaus you are an ignor idiot . the last name singh is use by rajput , jat from rajasthan , haryana up and bihar .","['You fake Indian', 'Jadunath Bana Singh Karam Singh are not sikhs sorry I wont tell you because you are an ignorant idiot', 'The last name singh is used by Rajputs Jats from Rajasthan Haryana UP and Bihar']",3,"[3, 19, 15]",19
2136,0,, No to be Liverpool manager you must be willing to defend the indefensible ,no to be liverpool manag you must be will to defend the indefens,['No to be Liverpool manager you must be willing to defend the indefensible'],1,[13],13
2137,0,20120528144941Z, Kindly explain WTF you are talking about ..  ,kind explain wtf you are talk about ..,['Kindly explain WTF you are talking about'],1,[7],7
2138,0,," The thing that realy scares me ,  is that we (and by we i mean our security services) have to be lucky 100% of the time .  scum like this only have to get lucky once .  And how do the Goverment respond ?  they open our borders to the world and let thoughs who hate us hide behind the (in) human rights act .  Time we acted a bit more like the U.S.A and remove or lock up for life .  And i mean LIFE ,  ANYONE who wishes to do us harm .  ","the thing that reali scare me , is that we (and by we i mean our secur services) have to be lucki 100% of the time . scum like this onli have to get lucki onc . and how do the gover respond ? they open our border to the world and let though who hate us hide behind the (in) human right act . time we act a bit more like the u.s.a and remov or lock up for life . and i mean life , anyon who wish to do us harm .","['The thing that realy scares me is that we', 'and by we i mean our security services', 'have to be lucky 100% of the time', 'scum like this only have to get lucky once', 'And how do the Goverment respond', 'they open our borders to the world and let thoughs who hate us hide behind the', 'in', 'human rights act', 'Time we acted a bit more like the U', 'S', 'A and remove or lock up for life', 'And i mean LIFE ANYONE who wishes to do us harm']",12,"[9, 8, 8, 9, 6, 16, 1, 3, 9, 1, 8, 11]",16
2139,1,20120528231302Z, Jeff Bootstraps Fisher is a troll .  anyone feel free to add to what you think of him .  ,jeff bootstrap fisher is a troll . anyon feel free to add to what you think of him .,"['Jeff Bootstraps Fisher is a troll', 'anyone feel free to add to what you think of him']",2,"[6, 11]",11
2140,0,20120618232439Z, 1979 2012 the Iran revolution has run its course .  The world will be better off with a democratic Iran ,1979 2012 the iran revolut has run it cours . the world will be better off with a democrat iran,"['1979 2012 the Iran revolution has run its course', 'The world will be better off with a democratic Iran']",2,"[9, 10]",10
2141,1,, Stop suxing dick for cigarette money hole ,stop sux dick for cigarett money hole,['Stop suxing dick for cigarette money hole'],1,[7],7
2142,1,20120611200409Z, Shows how much of a dumb ass you are .  Today she used The Globe as a source hahahahahahahahahaa ,show how much of a dumb ass you are . today she use the globe as a sourc hahahahahahahahahaa,"['Shows how much of a dumb ass you are', 'Today she used The Globe as a source hahahahahahahahahaa']",2,"[9, 9]",9
2143,0,20120610151644Z, _hashtag_ because arabs fight back with AK 47s while afro american negro is complain alot & walk around with peace sign say crappy words with no action behind it like no peace no justice . the reason way the whites pick on you negro is alot [like a bully at a high school] is because you are still a P to the klans from the south .  WHITE POWER .  ,_hashtag_ becaus arab fight back with ak 47s while afro american negro is complain alot & walk around with peac sign say crappi word with no action behind it like no peac no justic . the reason way the white pick on you negro is alot [like a bulli at a high school] is becaus you are still a p to the klan from the south . white power .,"['_hashtag_ because arabs fight back with AK 47s while afro american negro is complain alot & walk around with peace sign say crappy words with no action behind it like no peace no justice', 'the reason way the whites pick on you negro is alot like a bully at a high school is because you are still a P to the klans from the south', 'WHITE POWER']",3,"[34, 31, 2]",34
2144,1,20120528145355Z," Liberals do not want military intervention ,  you buffoon .  ","liber do not want militari intervent , you buffoon .",['Liberals do not want military intervention you buffoon'],1,[8],8
2145,1,20120502190806Z, you should get banned..you are a little bit psycho ,you should get banned..you are a littl bit psycho,"['you should get banned', 'you are a little bit psycho']",2,"[4, 6]",6
2146,1,20120619134429Z, LMAO ..  you are another clueless moron..only liberal women are kept..they have the masters ..  ,lmao .. you are anoth clueless moron..on liber women are kept..they have the master ..,"['LMAO', 'you are another clueless moron', 'only liberal women are kept', 'they have the masters']",4,"[1, 5, 5, 4]",5
2147,0,20120529153830Z, I bet you bitch like hell about you taxes too .  Keeping people in jail is not cheap ,i bet you bitch like hell about you tax too . keep peopl in jail is not cheap,"['I bet you bitch like hell about you taxes too', 'Keeping people in jail is not cheap']",2,"[10, 7]",10
2148,0,," _hashtag_ Ones Did you see the interview ?  It was pretty good ,  he sort of shocked those guys back in the studio when he said that .  They asked ,  we know you have the best record but are you the best team in the west ?  He answers ,  I think we\ are the best team in the league .  ","_hashtag_ one did you see the interview ? it was pretti good , he sort of shock those guy back in the studio when he said that . they ask , we know you have the best record but are you the best team in the west ? he answer , i think we\ are the best team in the leagu .","['_hashtag_ Ones Did you see the interview', 'It was pretty good he sort of shocked those guys back in the studio when he said that', 'They asked we know you have the best record but are you the best team in the west', 'He answers I think we are the best team in the league']",4,"[7, 18, 18, 12]",18
2149,0,20120530113127Z, You really are a funny guy !  ,you realli are a funni guy !,['You really are a funny guy'],1,[6],6
2150,0,20120612144121Z," I will just show them your comment history ,  and after they apologize to me ,  I will make an appt .  with my lawyer .  ","i will just show them your comment histori , and after they apolog to me , i will make an appt . with my lawyer .","['I will just show them your comment history and after they apologize to me I will make an appt', 'with my lawyer']",2,"[19, 3]",19
2151,0,20120619041609Z," If he comes back ,  we continue .  :) ","if he come back , we continu . :)",['If he comes back we continue'],1,[6],6
2152,0,20120527194328Z, he was standing still during the last minute of the game when boston was ony 4 points ahead .  Q YOU I T ,he was stand still dure the last minut of the game when boston was oni 4 point ahead . q you i t,"['he was standing still during the last minute of the game when boston was ony 4 points ahead', 'Q YOU I T']",2,"[18, 4]",18
2153,1,20120612013453Z," This .  Travis ,  Cornell ,  Boyce all them nukkas I will NEVER forget nor forgive them for showing their black asses out .  Fuck them today ,  fuck them tomorrow ,  fuck them forever .  ","this . travi , cornel , boyc all them nukka i will never forget nor forgiv them for show their black ass out . fuck them today , fuck them tomorrow , fuck them forev .","['This', 'Travis Cornell Boyce all them nukkas I will NEVER forget nor forgive them for showing their black asses out', 'Fuck them today fuck them tomorrow fuck them forever']",3,"[1, 19, 9]",19
2154,0,20120611165323Z," So if they look normal to you and they commit a crime ,  then what ?  I am not on board .  you are way off .  Of all the ridiculous nonsense to base your judgment on someone by how they look .  I am surprised you would let people know how your thinking process works .  Pretty pathetic ,  and part and parcel of the kind of nonsense that has surrounded this case from the very beginning .  ","so if they look normal to you and they commit a crime , then what ? i am not on board . you are way off . of all the ridicul nonsens to base your judgment on someon by how they look . i am surpris you would let peopl know how your think process work . pretti pathet , and part and parcel of the kind of nonsens that has surround this case from the veri begin .","['So if they look normal to you and they commit a crime then what', 'I am not on board', 'you are way off', 'Of all the ridiculous nonsense to base your judgment on someone by how they look', 'I am surprised you would let people know how your thinking process works', 'Pretty pathetic and part and parcel of the kind of nonsense that has surrounded this case from the very beginning']",6,"[14, 5, 4, 15, 13, 20]",20
2155,0,20120529032555Z," Frankly ,  I am disgusted with Detroit Tiger fans [?] for their cruel treatment of a true Detroit citizen Brandon Inge..and I will never forgive myself for posting anything on this site .  Am I ever happy for Brandon now ,  Adam Dunn too..everybody finds their own niche .  ","frank , i am disgust with detroit tiger fan [?] for their cruel treatment of a true detroit citizen brandon inge..and i will never forgiv myself for post anyth on this site . am i ever happi for brandon now , adam dunn too..everybodi find their own nich .","['Frankly I am disgusted with Detroit Tiger fans', 'for their cruel treatment of a true Detroit citizen Brandon Inge', 'and I will never forgive myself for posting anything on this site', 'Am I ever happy for Brandon now Adam Dunn too', 'everybody finds their own niche']",5,"[8, 11, 12, 10, 5]",12
2156,1,20120618205011Z," can anyone say NDAA AND SURVEILLANCE DRONES ,  yup 20,000 of them in OUR SKIES in the next 5 years ,  SO THAT OUR GOVERNMENT CAN SPY ON US EVEN MORE !  DO THE IMBICILES WHO SUPPORT OBAMA KNOW THAT HE IS LAUNCHING DRONES IN OUR SKIES TO SPY ON US ?  I will bet they do not ,  little do they know it is just the tip of the iceberg he is deconstructing our ENTIRE CONSTITUTION AND WAY OF LIFE !!  What freaking idiots !  Go ahead you MORONS ,  vote him back in and you will get what you deserve for YOUR STUPIDITY !  ","can anyon say ndaa and surveil drone , yup 20,000 of them in our sky in the next 5 year , so that our govern can spi on us even more ! do the imbicil who support obama know that he is launch drone in our sky to spi on us ? i will bet they do not , littl do they know it is just the tip of the iceberg he is deconstruct our entir constitut and way of life !! what freak idiot ! go ahead you moron , vote him back in and you will get what you deserv for your stupid !","['can anyone say NDAA AND SURVEILLANCE DRONES yup 20 000 of them in OUR SKIES in the next 5 years SO THAT OUR GOVERNMENT CAN SPY ON US EVEN MORE', 'DO THE IMBICILES WHO SUPPORT OBAMA KNOW THAT HE IS LAUNCHING DRONES IN OUR SKIES TO SPY ON US', 'I will bet they do not little do they know it is just the tip of the iceberg he is deconstructing our ENTIRE CONSTITUTION AND WAY OF LIFE', 'What freaking idiots', 'Go ahead you MORONS vote him back in and you will get what you deserve for YOUR STUPIDITY']",5,"[30, 19, 28, 3, 18]",30
2157,1,, K K K or Nazi ?  I can not tell which disease you suffer from ?  Could you please blog some more ?  ,k k k or nazi ? i can not tell which diseas you suffer from ? could you pleas blog some more ?,"['K K K or Nazi', 'I can not tell which disease you suffer from', 'Could you please blog some more']",3,"[5, 9, 6]",9
2158,0,20120528093615Z," Whops ,  I meant to say how CA EDD HASN T screwed the pooch ..  because they have ,  big time .  ","whop , i meant to say how ca edd hasn t screw the pooch .. becaus they have , big time .","['Whops I meant to say how CA EDD HASN T screwed the pooch', 'because they have big time']",2,"[13, 5]",13
2159,0,20120611171315Z," In my opinion ,  the odds are that ,  prompted by Tel Aviv ,  the NeoCons ,  and Christian fundamentalists in the Pentagon ,  a Romney Administration will attack Iran and commence a hundred year global religious war which everyone will lose .  Regional alliances ,  constant combat ,  and widespread poverty will not be unlike the conditions described by George Orwell in his book ,  1984 .  ","in my opinion , the odd are that , prompt by tel aviv , the neocon , and christian fundamentalist in the pentagon , a romney administr will attack iran and commenc a hundr year global religi war which everyon will lose . region allianc , constant combat , and widespread poverti will not be unlik the condit describ by georg orwel in his book , 1984 .","['In my opinion the odds are that prompted by Tel Aviv the NeoCons and Christian fundamentalists in the Pentagon a Romney Administration will attack Iran and commence a hundred year global religious war which everyone will lose', 'Regional alliances constant combat and widespread poverty will not be unlike the conditions described by George Orwell in his book 1984']",2,"[37, 21]",37
2160,0,20120515221746Z, How did you know ,how did you know,['How did you know'],1,[4],4
2161,0,20120529163552Z, you are on to something there ,you are on to someth there,['you are on to something there'],1,[6],6
2162,0,20120610013954Z, I agree with but the rest is a little vague.Perhaps your point about needs a little expansion .  Are you saying ALL the forces at work in syria pray to the same god ?  A jew god ?  Wow .  good point .  ,i agre with but the rest is a littl vague.perhap your point about need a littl expans . are you say all the forc at work in syria pray to the same god ? a jew god ? wow . good point .,"['I agree with but the rest is a little vague', 'Perhaps your point about needs a little expansion', 'Are you saying ALL the forces at work in syria pray to the same god', 'A jew god', 'Wow', 'good point']",6,"[10, 8, 15, 3, 1, 2]",15
2163,0,," Look her CMYM is falling off . .  This song was almost as wack as that Roman in Mosocow or that horrible Massive attack . Sad thing is she do not need the gimmicks . He 15 of fame is up . Wayne and them prepping lilttle Twist to get his Raz B role on . This dude dressed up like he about play house with his imaginary friend . He was looking extra fruity in that video wio with busta rhymes .  Give the homothugs back their swag !!  Thhey Drake over here siging like the male Sade and doing hater anthems . They got a gant gang of cats that will not make a single penny off a single record cause nobody kno theses duded or they are plaain trash like ANT Dog , Lilttle CHUCKI ,  gudda gudda , Jae Mills and prolly a few bums wed do not know about on that booty label ..  they prepping like Twist to be the next Rax b ..bet cha by gollywoll ..  who is checking for GUDDA GUDDA ? ?  Ant Dog ? ?  Nobody ..Nicki will kill this labelwith the wackkness that she been dropping .  DRAKE TRYING TO BE MALE sade . And glasses malone will NEVER drop a album off Cashmoney . .  Bow Wow trying to fit in with a his trash..birdman will not stop rapping until his gold teeth fall out ! !  Plus I am still tripping off skateboard bloods ?  Smh . .  Tyga a soft cat too ..  when Jaemill and Glasses malone drop a album I will walk bearefoot on broked glass and feed myself to a alligator !  ","look her cmym is fall off . . this song was almost as wack as that roman in mosocow or that horribl massiv attack . sad thing is she do not need the gimmick . he 15 of fame is up . wayn and them prep lilttl twist to get his raz b role on . this dude dress up like he about play hous with his imaginari friend . he was look extra fruiti in that video wio with busta rhyme . give the homothug back their swag !! thhey drake over here sige like the male sade and do hater anthem . they got a gant gang of cat that will not make a singl penni off a singl record caus nobodi kno these dude or they are plaain trash like ant dog , lilttl chucki , gudda gudda , jae mill and prolli a few bum wed do not know about on that booti label .. they prep like twist to be the next rax b ..bet cha by gollywol .. who is check for gudda gudda ? ? ant dog ? ? nobodi ..nicki will kill this labelwith the wackk that she been drop . drake tri to be male sade . and glass malon will never drop a album off cashmoney . . bow wow tri to fit in with a his trash..birdman will not stop rap until his gold teeth fall out ! ! plus i am still trip off skateboard blood ? smh . . tyga a soft cat too .. when jaemil and glass malon drop a album i will walk bearefoot on broke glass and feed myself to a allig !","['Look her CMYM is falling off', 'This song was almost as wack as that Roman in Mosocow or that horrible Massive attack', 'Sad thing is she do not need the gimmicks', 'He 15 of fame is up', 'Wayne and them prepping lilttle Twist to get his Raz B role on', 'This dude dressed up like he about play house with his imaginary friend', 'He was looking extra fruity in that video wio with busta rhymes', 'Give the homothugs back their swag', 'Thhey Drake over here siging like the male Sade and doing hater anthems', 'They got a gant gang of cats that will not make a single penny off a single record cause nobody kno theses duded or they are plaain trash like ANT Dog Lilttle CHUCKI gudda gudda Jae Mills and prolly a few bums wed do not know about on that booty label', 'they prepping like Twist to be the next Rax b', 'bet cha by gollywoll', 'who is checking for GUDDA GUDDA', 'Ant Dog', 'Nobody', 'Nicki will kill this labelwith the wackkness that she been dropping', 'DRAKE TRYING TO BE MALE sade', 'And glasses malone will NEVER drop a album off Cashmoney', 'Bow Wow trying to fit in with a his trash', 'birdman will not stop rapping until his gold teeth fall out', 'Plus I am still tripping off skateboard bloods', 'Smh', 'Tyga a soft cat too', 'when Jaemill and Glasses malone drop a album I will walk bearefoot on broked glass and feed myself to a alligator']",24,"[6, 16, 9, 6, 13, 13, 12, 6, 13, 51, 10, 4, 6, 2, 1, 11, 6, 10, 10, 11, 8, 1, 5, 21]",51
2164,0,20120528225615Z, Turn to ESPN Classic if you got it now !  Larry Bird about to be God again .  17 seconds left in the game !  ;) ,turn to espn classic if you got it now ! larri bird about to be god again . 17 second left in the game ! ;),"['Turn to ESPN Classic if you got it now', 'Larry Bird about to be God again', '17 seconds left in the game']",3,"[9, 7, 6]",9
2165,0,20120620144319Z," Jing ,  I love this card !  Your coloring is spectacular !  Gorgeous white on white card !!  ","jing , i love this card ! your color is spectacular ! gorgeous white on white card !!","['Jing I love this card', 'Your coloring is spectacular', 'Gorgeous white on white card']",3,"[5, 4, 5]",5
2166,1,20120610040617Z, Your mom is a mean hoe charging 200 for 15 dollar pussy .  ,your mom is a mean hoe charg 200 for 15 dollar pussi .,['Your mom is a mean hoe charging 200 for 15 dollar pussy'],1,[12],12
2167,0,20120620051309Z," Okay ,  then use the word I not we .  That way you are expressing your personal views .  Thanks .  ","okay , then use the word i not we . that way you are express your person view . thank .","['Okay then use the word I not we', 'That way you are expressing your personal views', 'Thanks']",3,"[8, 8, 1]",8
